UE0,UE1,UE2,UE3,UE4,UE5,UE6,UE7,UE8,UE9,UE10,UE11
9476,9108,9566,9727,9331,9321,9175,8729,9185,9280,8497,8782
9238,8355,9094,8133,9383,9398,8424,8328,9175,8257,9544,9053
9885,9993,8313,9494,8213,9515,8827,9625,9384,9456,8657,8848
8570,9636,8312,9305,9056,9612,9703,9834,8138,8243,8847,8401
9375,9748,9187,9792,8342,8217,8243,8043,9852,8063,9412,9045
9996,8395,8170,8747,9779,9998,8714,9914,9541,8775,9435,8582
9535,8200,8715,8615,9330,9638,8757,8797,8985,8224,9292,8612
8431,9547,9738,9554,8891,9175,9578,8078,9083,9619,8443,9244
8204,8308,9009,8625,9999,8195,9171,9680,9321,9776,8999,9013
8641,9517,9756,8612,8418,8337,8882,9649,9200,8700,9985,9990
8804,8310,9007,9540,8825,8249,8679,9143,8027,8757,9279,8155
9160,8771,9251,9102,9495,9441,8120,9613,9086,9202,9797,8822
9649,8134,8311,9562,9708,8450,8119,9407,8513,8119,9690,8472
8607,8160,8855,8531,9245,9434,9916,8318,9043,9206,8518,8701
9775,8342,8966,9897,8486,8869,9572,8822,8447,9776,9718,9436
9563,9885,8205,9984,8478,8761,9875,9261,9147,8824,9865,9038
9947,8915,9856,9585,9724,9116,8980,9226,8036,9225,9995,8337
9456,9023,9412,8422,8058,9323,8425,8315,9375,9849,8571,8220
8463,9703,9395,8159,8680,8237,8780,8333,9031,9918,9514,9097
8443,9400,8271,8525,9796,8918,9690,9592,9424,9607,8466,8299
9177,9877,9590,9551,9393,8292,9000,8329,8106,8691,8027,9505
9995,8956,9963,8522,9341,9152,8510,8996,8485,8170,8960,8304
8564,9489,9754,8288,9802,8591,8802,8079,9355,9800,9843,9651
8866,9760,9558,8341,9174,8262,9963,9462,8733,8892,8446,9301
8290,8209,8729,9384,8806,9480,8181,9765,8386,9552,8556,8650
8405,8936,8955,9084,9501,9759,8507,9294,8599,9061,8467,8209
9702,9842,8318,8291,8863,9324,9713,9912,8721,8491,9288,9868
8356,9848,8604,8304,8993,8040,8999,9916,9643,9261,9330,9579
8847,9400,9992,9916,9077,9168,8177,9321,8715,8511,9875,8681
8184,9767,9368,8110,9718,9237,8741,8208,9424,8982,9684,9179
8924,8784,8379,9485,9886,9040,8145,8055,8598,8193,9198,9194
8675,8334,8861,9351,9734,9104,8623,8340,8138,8786,8767,8264
9034,9516,8596,8413,9089,8088,8477,8521,9537,8697,8459,9560
9613,8820,9948,9619,9852,9528,9438,9988,8434,9848,8207,9363
8155,8970,9644,8634,8713,9746,9094,8128,9480,8740,9589,8507
9995,8622,9720,9081,9165,9789,8384,8193,8885,9038,9034,8103
9235,8551,9484,9975,9135,9658,9796,8491,8380,9232,9004,8785
8341,8052,8397,8465,8467,8968,8339,8693,8867,9861,9565,9502
8878,8887,8076,8342,8605,8480,8314,8367,8739,9035,9060,8516
9690,9756,9477,8029,9020,8792,9471,9879,9453,8194,9256,8912
8584,9887,8607,8902,8939,9632,9056,9312,9218,9257,8191,8359
9438,9295,9573,8443,8488,9370,9758,8767,9574,9343,8182,8809
9374,9933,9589,8497,9739,8606,9495,8241,9290,9418,9195,9462
8707,9267,8381,8864,9130,9343,8014,8530,9585,8067,9709,9885
9561,9177,9378,8713,9227,8532,9419,8016,8544,8481,8561,8364
9542,8509,8927,8384,8920,9473,8127,8502,9503,8809,8121,9136
8358,9144,9935,9893,9207,9658,9408,9135,8081,9056,8022,9655
8046,8275,9763,9420,8818,9917,9185,9179,8042,8105,9008,8147
8491,8462,8165,8914,8290,8178,9587,9337,9353,8765,8470,9829
8224,8237,8038,9991,9164,9125,8773,8377,9147,9258,8385,8435
8859,9561,8467,9204,8955,8878,8296,8452,9893,9525,8317,8523
9145,9304,9867,9817,9737,9203,8623,8057,8751,8232,8889,8417
9381,9706,8742,8995,8365,9466,8068,8897,9338,9701,8217,9638
8932,8807,9160,8249,9212,8658,9633,8679,9519,9234,8977,8582
8270,8957,8469,9293,8314,8162,8567,9500,9067,8492,9975,8528
8259,9478,9669,9216,9677,9643,9060,9465,8695,9272,9254,8180
9929,8780,9847,8846,8783,9388,9608,8322,8404,8173,9656,8200
9984,9263,8196,8939,9293,8286,8991,9242,9053,9360,8300,9564
8676,8646,8030,8196,8496,9562,9831,8941,8192,8878,8014,8633
9191,9574,8174,9296,9938,8100,9076,8897,8640,9221,9912,8255
9780,8252,9726,9149,8109,9207,9485,9401,9046,9180,8593,8049
9778,9204,9552,9994,8958,9374,8271,8890,9105,8910,8434,9618
9349,9065,8028,8023,8836,8584,8824,8496,9224,8371,9808,8822
9139,9683,9175,9606,9538,9742,8170,9451,8944,9281,8668,9176
8029,8746,9136,9031,9325,8549,9509,8659,9275,8254,8099,9552
8006,8670,9025,8605,9375,8308,9304,8444,9653,9915,9692,9955
8676,9312,9483,9069,9882,8294,9366,9682,9008,8695,9944,9095
9968,9682,8841,8511,8429,8357,9214,9178,9444,8947,8821,9965
9593,8608,9165,8775,8872,9183,9508,9732,8685,8786,8109,9182
9582,9262,9483,8593,8474,9293,8994,8168,9791,8299,9619,8378
9711,8108,9727,8946,9328,8809,8211,8841,8371,9460,8591,8781
9565,9268,8606,8991,8104,9330,8029,8865,8024,9177,9081,8567
9835,8771,9057,9877,9106,8443,9446,9382,8928,8194,8175,9986
9720,9689,10000,9252,9365,9499,8883,9347,8070,8021,9282,9228
9050,9669,9527,8118,9359,8450,9796,8146,9394,8089,9328,8778
8189,9154,8059,8635,9884,9707,9975,8708,8618,8274,8028,9026
9193,9070,8617,9150,9471,9944,8381,9128,9469,9185,8829,8481
8907,8165,8210,9355,9148,9754,9695,8749,9735,9567,8414,9585
8318,9429,8992,8887,9834,9914,8952,9411,8520,9604,8773,9311
9154,8176,9676,8693,8965,8432,8728,8847,8992,9069,8718,8767
8261,9957,9607,9729,8490,8320,9742,8567,8352,8607,9720,8915
9245,8100,8263,9313,9294,8882,9846,8635,8906,9774,9236,8273
8568,8847,8296,8511,8041,8053,9012,9127,9972,8036,9242,9996
8695,9175,8387,8488,9001,9268,9640,9446,8117,9994,9971,8746
8493,8659,9440,9103,9876,8909,9098,9294,8974,8530,8234,9533
8616,8324,8858,9704,8114,8801,9086,9242,9329,9347,8350,8363
9751,8377,9049,9934,8911,8778,9875,9682,9872,8413,9041,8196
8066,9409,9092,8353,9112,9282,9874,8415,8769,8878,9978,8462
9630,8796,8217,9503,8200,8254,9757,8824,8764,8933,8954,9730
9560,9377,9306,8513,8436,8781,9838,9498,8154,9243,8707,9476
8399,9445,8926,8411,9619,9123,8173,8719,9425,8907,8406,9158
8457,8467,8162,9733,9716,8401,8550,9348,9614,9460,8426,9327
9067,8581,9683,8338,8796,8831,8252,8388,9317,8711,9919,9141
8032,9849,9272,9019,9615,9642,9019,8042,8928,9958,8684,8741
8217,8176,8516,9400,9336,8945,8226,9895,8746,9024,9514,8381
8448,9693,9044,8222,8612,9325,9316,8801,8377,8636,9405,9098
8426,8669,9285,9490,9655,9467,8386,8673,9504,9651,9057,9293
9263,9259,8267,8474,9293,8744,9321,8942,8414,9881,9573,9075
9457,9153,9062,9298,8051,8176,9524,8607,8593,8814,9886,8663
9062,8362,9957,9138,9216,9430,9705,8488,8078,8882,8742,9140
8937,9876,9801,8241,8749,9145,9542,8564,8629,9438,9105,9747
9708,8740,9286,8978,8315,8445,9766,8196,8183,9231,8763,8721
10000,9901,8863,8115,9878,9043,8486,8485,8764,8439,9830,8728
9047,9847,8400,8061,9453,8358,9124,9734,9225,8780,9657,8622
8104,8204,8996,9354,8753,8197,8342,8432,8543,8141,8504,8348
9656,8716,8093,8299,8693,9735,9066,9687,8720,8560,8582,9980
8005,9894,9394,9017,8994,8288,8246,8878,8194,9324,8300,8276
8496,9671,8982,8447,8425,8558,8353,9238,8339,9056,8740,9456
8789,8881,8210,9807,9021,9941,8391,8853,9042,8972,8560,9226
9342,9236,9800,8779,8510,9033,8909,9315,8384,9663,9684,8916
9226,8051,8788,8268,8967,8151,9111,8793,8699,8934,8465,8129
8112,9758,9407,8607,9410,8382,9323,9520,9047,9446,9858,9219
9307,9842,9287,8732,9341,8704,9462,8128,9481,9619,8362,8338
9562,8519,8540,8209,8978,8952,8607,9737,8725,8345,9759,8501
9102,8341,8647,9864,8894,8228,8325,9177,8183,8890,9487,8145
9054,9679,8354,8097,9436,8229,9233,9279,9362,8549,8020,8769
8964,9069,9686,8899,9462,8608,9450,9759,9414,9304,8518,9697
9328,8924,9092,9061,9132,8027,9637,9413,9262,9891,8967,9548
8944,9728,9725,9417,9841,9253,8444,8702,9710,9947,8012,8134
9357,8343,8620,9646,8376,8567,9684,8020,9560,9545,9833,8894
8759,8372,8603,8485,9652,8631,8400,8853,8721,9855,8342,8410
9254,8759,9058,8283,8176,8597,8896,9135,9674,9539,8919,8892
8050,8969,8440,8892,9043,8153,8462,9538,8970,8617,9461,9982
8229,9556,9904,8100,9754,9174,9584,9032,9657,9745,8760,8686
8360,9007,8289,8824,8065,8380,8446,9493,9396,8385,9231,8188
9788,9894,9233,8313,9885,9284,8650,9740,9097,8567,8314,9772
8098,8348,9838,8014,8597,8555,8147,8419,9609,8592,9332,8568
9157,8998,9147,8136,8674,8204,9828,9778,8600,9196,9650,10000
8044,9929,8826,9156,9997,8025,9927,8023,9638,9038,9951,9707
8086,9722,8182,9230,8984,8593,8384,8095,9212,9591,8702,9669
8335,9549,8072,8860,9878,9929,9638,9371,9441,9280,9048,8988
9134,8686,9415,8033,9563,8514,8180,8754,9894,8586,9203,9901
8857,8825,8047,9623,8026,9205,8940,8204,9850,8749,8535,9114
9638,9903,8413,8998,9596,9884,9040,8517,8825,8263,8376,8775
9043,8373,9822,8514,8535,9219,9981,9897,8068,9684,8209,9054
9829,8375,9540,9416,9083,9434,9974,9014,9358,9524,9407,8968
8361,8334,9796,9498,8627,9631,8917,9641,9105,8354,8107,8839
9386,9709,8731,8719,8951,8269,9624,8354,9662,9142,9640,8378
8603,8798,9324,8294,9422,9962,8785,9457,9909,8281,9192,9893
8162,8835,9388,8834,8342,9753,9350,9850,8070,9620,9149,8469
9990,9338,8976,8898,9710,9139,8892,8576,9274,9775,9627,9147
8280,9243,9634,8716,8544,8027,8366,9876,8027,9959,8528,9459
8990,9188,8118,9704,8795,9736,9384,8936,8658,9790,9272,8668
8772,9240,8086,9812,9550,9418,8648,9831,8747,9024,8011,8355
9721,8759,9192,8735,9434,8016,8047,9634,8025,8612,8531,9917
9789,8399,8255,8168,8050,8458,9868,9469,9970,8482,8892,9158
8314,8118,9975,9094,9637,9353,9293,9180,8727,9221,9870,9366
8953,9848,9110,8123,9771,8788,9593,9773,8478,8205,9436,9172
9687,9744,9769,9339,9885,9058,9752,9350,8319,9390,9256,8705
8272,8922,8755,8373,8121,9821,8390,9908,8455,8360,9399,9777
9616,8820,9090,8816,8843,9106,8374,8464,8525,9889,9802,8994
8562,8999,8677,8723,9495,9131,8578,8197,9722,8583,8761,9799
8737,8005,9598,8495,9275,9189,9754,8615,9481,8700,8508,9143
9945,8837,8718,9129,9545,8319,8225,8517,8970,8507,9589,8433
9001,8732,9480,8529,9808,8597,9361,9830,8680,8152,9810,9435
8177,9402,8158,9320,8287,8840,8453,8475,8775,9243,9440,9777
9010,9168,9277,9065,9700,9873,8564,9132,8696,8065,9505,8133
9327,9494,8105,8091,8333,9027,9134,9124,9163,8130,9972,8705
8607,9798,9133,9951,9627,8822,8720,9406,9521,9637,9551,9848
9945,9540,8212,8131,9201,9515,9519,8817,8017,9772,9799,8619
8555,8686,8806,9565,8920,9710,8265,8107,8458,9465,8892,8389
9122,8799,9511,8400,9521,9380,8011,8356,8738,9113,8954,9304
9098,8928,9780,8232,9508,9061,9473,9027,9821,9752,9686,9947
8816,8421,8751,9473,9722,9845,8617,9453,8509,9806,8381,8170
8471,8232,9253,9295,9544,9015,8197,8060,8778,8605,9849,9021
9468,8565,9117,8329,9975,9815,8602,8740,8983,8903,8206,8472
8335,9743,8053,8802,9988,9420,9445,9655,9149,9265,9857,9357
8465,8815,8952,8057,9333,9369,9061,8365,8228,9148,8052,9752
9559,8336,9280,9588,8619,9838,8131,9243,8894,8504,9091,9205
8616,9882,8662,8360,8629,9150,8766,9490,9718,8112,8979,8130
8881,9506,9622,9444,9281,8758,9541,9651,8047,9424,8015,9555
9028,9203,9852,8037,9283,8955,9373,8523,8022,9268,8120,8212
9033,8148,8021,8392,8296,8626,9842,8477,9385,9600,8702,8461
8233,8430,9122,8449,9182,8560,9239,9639,9924,8808,9710,8323
8980,9965,8788,9554,8591,8652,9940,9217,9770,9756,9460,9274
9362,9479,9553,9513,8576,9568,9116,9312,8733,8536,9235,9188
8699,8948,9550,8013,8064,8138,9358,9555,9538,8383,8229,9901
8122,9907,8395,8020,8502,8297,9616,8577,8212,8621,8489,9533
8415,8280,8209,9548,8005,9920,8800,9795,9818,8821,8860,9658
8837,8349,8036,9793,8192,9836,8075,8544,9265,9782,8570,8347
9862,8125,8895,8476,9601,8376,9868,9307,8751,9908,8200,8887
8292,8250,9354,8741,9896,9996,9013,8950,9840,8730,8075,8830
9719,9484,9563,8329,9567,8652,9975,8114,8323,8934,9190,8187
9406,8804,9583,9034,9014,9726,8205,9673,9007,8689,9233,8849
8947,8617,8294,9707,9642,8875,9648,9997,8870,9982,8116,8532
8938,8725,9465,8690,8362,9959,8014,9387,8721,9677,9221,8002
8158,9332,8890,9996,8234,8953,9172,8460,9466,8314,9944,9959
9463,9117,9362,8777,9863,9667,8733,8860,9910,9494,8406,9363
9232,9451,9970,9838,8266,8925,9413,8986,9765,9487,9896,9242
9910,8378,9828,9064,8987,8387,8475,9464,9218,8104,8057,9741
8816,9766,9439,9573,8286,8896,8287,9573,8395,9176,9304,9860
9437,8826,8024,8066,9371,9670,9582,8023,8721,9276,9332,8742
9671,8078,8133,9382,8679,9795,8098,8582,9228,9881,8851,9767
8381,8278,8307,9374,9378,8394,8074,8750,8105,8392,8557,9096
9372,9250,8877,8685,8691,9886,8519,8873,9840,8055,9772,8662
8378,9792,9456,8009,8604,9953,9293,9263,8441,9299,8751,9658
9482,9909,9484,8047,9828,8570,8302,8900,9242,9938,9071,8966
8286,9954,8820,8135,8313,9358,9762,8002,9736,9638,8901,8465
9870,8584,9019,9228,9939,8548,8881,9889,8218,9099,9383,9194
8626,8833,9660,8360,8987,9664,8114,9587,8404,8145,9686,8759
9384,9114,8011,9335,9886,9498,9216,8746,8566,8551,8421,9964
8445,9596,9020,9662,9307,8533,9727,8136,9700,9730,8977,8393
8512,8406,9838,9102,8401,8106,8869,9196,9197,8551,8578,8702
8845,8812,8350,8845,8006,9990,8693,9197,9213,9230,9759,8724
9733,9116,8721,8994,9250,9999,9891,9209,8390,8096,9786,8646
8914,8105,8849,9408,9340,8221,8342,8477,8066,8837,8727,8087
9815,9027,8524,9688,9575,8184,9370,8974,9737,8818,8530,9967
9219,8621,8327,8802,8255,8284,9151,8558,8129,9115,9979,9822
8858,9705,8392,9339,8592,9448,8444,8981,8679,8081,9516,9889
9398,8813,8082,8956,9765,9116,8559,9801,8873,9523,9458,8731
9473,9492,8262,8608,8247,9020,9377,8553,9558,8657,9547,9931
8487,8587,8579,9722,8796,8534,9688,9330,8250,8032,8326,9712
8195,8898,9882,8589,8703,8139,9883,9302,9639,9184,8648,9420
8057,9008,9677,9774,8259,9940,8494,9329,8468,8753,8397,8718
8652,9837,8132,8427,9664,8483,8808,8516,9477,8697,9125,8179
8064,9309,9533,9691,8669,9916,9992,8269,9233,8063,8990,9648
9209,8758,9144,8391,9715,8477,9683,9174,9272,9220,8543,8344
9490,8655,9920,8572,9786,10000,8968,9488,8481,8493,8873,9570
8192,8257,9986,8466,8796,9042,9113,9599,8192,9522,8744,8476
9021,8327,9450,9783,9390,8057,9546,9693,9489,8121,9662,9191
9922,8332,8824,9888,8770,8810,8941,8082,9413,9090,8724,9689
8738,9645,8378,8223,8968,8195,8455,9605,8639,9359,9863,9831
9444,8099,8410,8177,8958,8495,9395,8428,8586,8879,8797,9210
8351,9091,8916,9542,9957,9042,8382,8786,8874,9867,9059,8983
9175,8198,9161,9058,8707,8301,9892,8828,9547,9211,8239,9823
9947,9817,9112,9601,9323,9194,9200,9644,9439,8537,8815,8533
8234,9021,9717,9697,8557,9963,8636,9851,9983,8544,8056,9118
9299,9070,9457,9623,9615,9967,9858,9314,8685,9917,8846,8343
9798,8891,9074,8342,8754,9190,8579,9483,9048,9622,8104,9116
9371,8553,8452,8011,9530,9525,9601,9214,8004,8906,9446,8244
9397,9080,9152,9131,9867,9106,8133,8382,8809,8158,9418,9602
8634,8809,9250,8278,8057,9541,9553,9734,9704,8623,9176,8158
8818,9173,8274,9736,8671,9012,8856,8712,9655,9039,8760,8448
8584,9678,8304,8095,9430,9589,9838,8955,8536,8440,8943,9626
8698,8309,8772,9316,8863,9031,8676,8903,8153,8622,9877,8741
9851,9344,8463,8573,8330,9368,9496,9382,9648,8666,8698,9474
9118,9697,9308,8671,9057,8542,8915,8590,9583,8820,9717,9279
8697,9313,9133,8425,8894,8657,8215,8743,8980,8151,9507,9209
9091,8338,8909,8022,8032,8158,8726,8337,8102,8984,9960,8775
8449,9426,9520,8958,9466,9331,9190,9365,9531,9786,9820,8944
8806,9036,8684,8363,8094,8571,9994,9921,9623,9678,8728,9970
8053,8762,8330,8387,9046,9649,8430,9224,9206,9294,9825,9444
8574,9189,8063,9499,8821,9922,8178,8164,9341,9753,9358,8487
8475,9774,8731,9305,9389,8748,9984,8799,9650,8923,8948,9995
9193,8133,8738,8468,9657,8486,8950,9935,8209,8344,8018,9938
8680,8950,8662,9826,9509,9884,8773,9609,8047,8792,8456,8435
9033,9476,8388,9746,8484,8663,8260,8164,8551,8855,9920,8024
8499,8381,9190,9764,9021,8346,9423,8128,8460,8528,8374,8479
8347,9812,8788,8402,9100,8591,8442,8151,8570,9835,9289,9353
8152,9189,8545,9296,8347,9776,8513,9933,9674,9013,9521,9603
8109,9440,8758,8755,9488,9022,9606,8219,8722,9434,9687,9379
8587,9549,9624,8864,8312,8599,9379,9850,8877,9081,9591,8867
8366,9929,8944,8640,8425,8117,8781,9698,8545,9154,9327,9603
9131,9816,9176,9805,9074,9312,9014,9226,8083,8076,8342,8334
8378,9271,8469,8909,8234,9602,8532,8550,8624,9706,9477,9645
9285,9181,8826,8917,9148,9289,8139,9006,9364,9308,9165,9326
8557,8953,9203,8300,8471,9508,9465,9702,8681,9126,9696,9815
9902,8519,8557,8842,8396,8890,8384,8172,8739,9384,8618,8421
8126,9449,8199,9067,9530,8466,9636,8821,8157,8135,9608,8989
8482,9452,8740,9331,9795,8726,8457,9720,8033,8879,9038,8929
9929,9249,9217,8282,8468,9462,9836,8108,8193,9596,9489,8879
8256,9083,8621,9971,9437,8023,8948,9102,8694,8641,8420,9548
9281,8297,9143,8599,9570,8199,8106,8272,8390,8212,9644,8595
8003,9773,8778,9851,9249,9275,8783,8925,9404,8789,9238,8773
9776,9939,8555,9511,8579,9005,8208,8717,8955,8692,8534,8981
9399,9102,8202,8274,8502,8370,8422,8294,8899,9897,8480,8808
9539,9041,9377,9816,8927,8711,8363,8917,9541,8460,9509,9324
9764,8159,9553,9653,9490,9105,9887,8117,9975,9497,9415,9739
8663,8499,9771,8493,8796,9944,9557,9419,8440,8900,9682,9234
9222,9184,8613,9562,8821,8282,9721,8193,8486,9229,8441,9516
9317,8575,9076,8174,9365,8870,8835,8702,8423,9290,8695,8044
9644,8593,9713,8847,9825,9701,8046,9534,8680,9326,8990,9822
8937,9114,8621,9970,8808,8807,8851,9736,8430,9982,8838,9981
9451,8843,9781,9366,9178,8693,8707,9493,8990,8359,9062,9425
9094,9557,8968,8914,9229,8426,9416,9148,8086,9476,9498,8184
9606,8409,9484,9939,9357,8013,9702,8748,9585,9826,8877,8461
9661,8740,8013,9241,8141,9686,8021,8459,8099,9404,9378,9447
8772,9139,9355,9821,9609,9402,8918,8206,8756,9571,8431,9184
9982,8813,9265,8063,9272,8954,9587,8940,9380,8844,9873,8463
8106,9606,8057,9347,9597,9624,9289,8789,8006,8546,9436,8933
9085,9797,8881,9743,8966,8588,8990,9750,8818,9202,8460,9219
8165,8341,8916,9268,8095,9700,8924,9457,8102,9914,9580,8311
8384,9767,9083,8899,8907,8183,8969,8649,8766,8745,9112,9204
9640,9350,9245,9558,8043,8328,9007,9604,9318,9744,9338,9652
8080,9486,8417,9609,9702,9681,9280,9119,9491,9573,9499,9313
9464,8914,9175,9083,9112,8617,8401,8990,8540,9671,9205,9161
8821,9201,8755,9617,9278,8400,9297,9056,8854,8891,9045,9925
9082,8348,8108,9964,9201,8183,9281,9121,8482,8379,9459,8779
9294,8639,9433,8394,8246,8441,9398,9046,9225,9120,8037,9724
8425,8324,9317,8453,8408,8828,8062,8151,9494,9480,8192,9787
8582,8774,8040,8753,8259,8117,9590,8000,8829,9416,8755,8835
9255,8435,9175,9900,9844,9032,9397,9580,8826,8494,9334,8450
8534,8092,9386,9058,9240,8850,8281,8362,8233,8368,8996,9915
9300,9279,8000,8334,9408,8965,9228,9809,9486,9876,8981,8504
9596,8114,9572,9946,9738,9497,8675,9777,9634,8436,9635,9472
8544,9754,8489,9707,9604,8859,8606,8642,9042,9760,8006,8009
9872,9678,8593,9031,8045,8525,9456,9791,9895,8482,8525,9587
8958,9555,8291,9630,9050,8055,8775,8668,9634,9909,9034,8623
8827,9759,8718,9804,9496,8578,9272,8464,9276,9108,9294,8681
9284,9432,8960,8269,8172,9824,8203,9472,9406,8063,9176,8655
8138,9126,9440,9132,9502,8877,9636,8572,8633,9167,9117,9911
8543,8362,8557,9110,9642,9487,9859,8752,9373,8735,8327,8822
9401,9027,8336,8595,8779,9140,8235,9283,9907,8031,9830,9141
8591,9665,8353,9135,9449,9005,9522,9892,8261,8102,9004,8919
8548,8229,8911,8952,9598,9152,9368,8520,9837,9540,8196,8561
8994,8059,9837,8340,9844,9495,8121,8097,8012,8394,8095,9751
8297,9637,8863,8345,9199,9378,8816,9641,8450,9769,8595,9264
8856,9404,8848,9198,9691,9246,8291,9312,9695,9480,8727,8440
8310,9577,8637,9848,9963,8724,9862,9825,9049,9695,8221,8709
9166,9674,8987,8360,8457,9027,8562,8265,8708,9598,9943,9131
8423,8979,8025,8737,9698,9378,9285,9044,8255,9704,8349,9036
8084,9533,8972,8805,8003,8296,8742,9618,8110,8385,8836,9026
8075,9104,8955,9796,9862,8307,8312,8914,9767,8403,8725,9479
8722,8259,9011,9354,8680,9380,9782,9179,8828,9024,9954,8626
8590,9479,8403,8624,9622,9225,8628,8373,8737,8545,9654,9039
8565,8456,8513,9458,8421,9771,8437,8995,8172,8935,9837,9395
9423,8776,8979,9069,8605,8267,8121,9511,8248,8238,9774,9690
9133,8149,8007,9579,8897,9909,9925,8394,8739,9328,8633,8932
8139,8423,9341,9755,9606,8260,9691,9179,8651,9235,8413,8471
8068,8011,8573,9629,8896,9844,9626,9320,9277,9648,9897,8961
8848,9542,9292,8599,8495,9178,9246,8925,8649,8632,8822,9064
9203,9248,9119,9681,9559,9630,9188,9361,8367,9775,8213,9974
8563,9963,9110,8513,8982,9141,9603,9117,8962,8807,8574,9502
8282,9534,8737,8462,9764,8425,8979,9446,8931,9704,8634,8955
8236,9103,9871,8255,9879,9231,9195,8377,8608,9673,9832,8562
9111,8798,8208,9407,9278,9027,8905,9222,9507,9999,9789,8512
8956,9576,9397,8550,8828,8531,8991,8163,9707,8435,9474,8258
8231,9508,8051,9455,8030,8171,8506,9089,9098,9160,9982,9204
9961,8177,9764,8964,9034,8631,8703,8047,9475,8267,8661,9087
9318,9613,9494,9930,8401,8663,9095,9544,8802,9408,8862,8188
8103,8468,8615,9336,9329,8323,9680,9440,9703,9489,8863,9497
8830,9174,9464,8108,8389,9203,8186,9378,8484,9408,8395,9367
8193,9506,8666,8718,9837,8253,9230,8787,8401,9845,9743,8049
9659,8209,8219,9801,9758,8540,8054,8346,9274,9313,9280,8301
9563,8660,8141,8308,8066,9812,8815,8520,8273,9404,9847,9952
9579,9190,9936,9417,9674,8301,9226,8244,8698,9521,9873,8658
9809,8420,8276,9202,8571,9136,9649,8032,9195,9140,9931,9476
8186,9925,8325,9152,9285,8521,9026,8291,9209,9616,9415,9444
9977,9755,9062,9376,8385,8271,9709,9206,8169,8516,8464,8574
9679,8305,8047,8471,8473,8256,8785,8902,9804,8292,8229,8073
9089,9130,8307,8195,9254,8504,9161,8402,9354,8109,9622,9754
8014,9483,8720,8476,8360,9480,9578,9347,8022,8815,9372,9865
8386,9803,8027,9042,9159,9709,9050,9601,9783,9133,9451,8152
9275,8261,9104,8816,8096,9376,9248,8217,8926,8489,9849,8583
9632,9784,9787,8955,9925,8932,9180,8130,9686,8155,9241,8120
9320,8860,8422,9860,9204,8923,8103,8353,8780,8613,8296,9751
9909,9250,8822,9845,9415,9651,8292,9126,8142,8750,9319,8518
8383,8837,9875,9347,8707,8481,8736,8951,9718,8447,9651,8892
8374,8263,8066,8441,8264,9628,8172,9471,9191,9005,9251,8292
8826,8355,9567,8268,8303,9044,8402,8844,9902,9874,9748,9322
8005,9472,9641,8882,9918,9117,9945,8747,9635,9874,9320,8224
9752,8095,8011,8805,8675,9025,9753,8517,8106,8239,9564,8763
9593,9513,8318,8547,9667,9884,9578,9473,9526,8732,8552,8471
9999,9781,9501,9177,8810,9696,9938,9597,9170,9766,9001,8477
8656,8916,9957,9167,9951,9526,9260,9646,9085,8079,9106,9661
8522,9395,8878,9980,8167,9318,8951,9655,9287,9323,8954,8259
8530,9997,9110,9134,8792,8349,9654,9622,9276,9344,9706,9109
