UE0,UE1,UE2,UE3,UE4,UE5,UE6,UE7,UE8,UE9,UE10,UE11
36218,35998,48221,40875,36224,48172,60064,44844,53917,35196,64439,66454
40102,34966,63966,47999,61921,47230,57403,60375,40472,67783,45937,40416
65815,34233,45765,44847,30499,38258,48645,55932,37622,65044,34577,37842
51630,60200,34823,40192,43229,60513,40000,56557,42844,34024,69768,52011
34196,34912,42436,65507,60103,60519,63473,43406,63965,33081,56300,34774
47070,30447,46361,50119,47707,54787,46521,47656,65554,51925,61278,48302
37568,50226,60267,51664,39458,51842,34970,60676,68961,45290,45539,31932
48071,61694,37300,34453,68502,30219,43637,33354,37370,59700,53601,50045
38952,64580,49362,52348,31353,56424,47481,34654,56487,34161,58485,36649
33551,53862,35939,62422,67801,60352,33921,30217,54412,52107,46624,51867
60354,53437,63529,51453,32836,41986,50644,56076,44755,67768,47597,34091
32369,37601,61065,47527,51165,51595,45610,37564,68681,46536,50045,57137
45664,60171,49125,32664,46203,43332,50684,46990,33946,38399,48732,36668
59556,34134,61204,39327,37976,46583,34993,41738,64544,50454,51468,65998
51768,31224,61688,69853,30925,35028,48585,65415,69114,44251,60126,30648
68217,36040,38425,47581,41205,57767,46608,31843,58710,31687,66756,35460
58499,59964,68251,49895,33400,32210,30392,31465,67574,67682,39008,51713
40455,66873,50716,52263,40448,34681,58729,56243,58559,68469,30372,50608
69316,34847,54013,66877,48041,56609,52503,43998,54998,42131,49395,46283
48809,45762,38052,45127,54023,36923,50873,66304,39540,46207,52564,61553
43355,59851,35398,62860,59544,32258,45079,62660,36100,61427,55457,43038
63845,66340,30213,67757,64008,42810,36951,34235,52793,48307,32591,67846
49385,43183,66089,44334,67173,36523,66930,52129,42952,57165,40507,40151
44073,61098,50956,32694,43834,34882,39135,59372,32921,69262,43471,56606
30265,39536,54216,44256,32374,55691,30548,59159,51495,62535,53893,51544
42174,62287,41892,67859,32868,36841,37712,45287,34900,57218,63785,69626
47901,62630,61716,64177,63188,58157,65632,38982,61671,33428,43728,65855
47513,68361,46535,57043,66212,64554,43107,50692,33328,36826,64240,65486
46498,69569,51752,38123,46439,64013,66617,47367,32180,44644,69453,47346
61276,64812,65569,62457,42971,35996,34828,53751,61284,68053,64457,53210
64469,55708,50919,35721,39279,66904,57655,45413,43717,57355,49135,67060
65951,44184,43949,66177,62690,68983,31989,63780,53181,32962,53577,68950
47250,47147,35474,39624,37270,37526,68879,44329,68533,64631,55810,44436
30849,31231,50535,50002,68451,35728,43639,61737,54042,38439,69131,63320
51258,42606,59082,52999,60802,63797,32932,65126,52096,48212,40630,34509
45762,35368,45629,36318,63393,33430,53939,60512,49564,52507,41293,38389
48026,36521,40455,54273,30778,39964,34143,43386,47346,50858,46339,43514
51685,56282,68090,31802,51689,35178,37515,62773,43091,62653,37297,38583
47740,56340,45965,43288,39758,65243,60133,41866,67643,36920,65754,60848
59736,63588,60044,30727,66000,54396,48036,60659,53207,52343,58606,48128
52857,68911,61247,58761,49358,34921,38299,44952,69453,34723,61022,59471
66949,49222,69064,58797,36474,37480,68662,56207,44220,49318,68155,63482
47181,50726,61018,43649,54351,34947,41486,60233,40470,61384,43326,30626
57902,56387,58786,60091,64608,51878,60097,64556,63409,48227,34334,57960
40887,63435,54204,55881,62917,56050,40409,46641,66382,63421,56665,66912
57943,49437,54758,54613,33810,35978,57413,64308,53608,43715,51422,65481
61290,47584,40806,30965,55110,56543,38469,69835,57735,40669,36015,36700
35374,67673,56031,51885,41207,54441,35056,41668,46263,47338,51363,61401
69809,65675,68766,63452,42239,56145,40218,51251,42928,55935,30509,55552
43768,54519,58257,39264,56600,54050,41294,68357,60966,37575,57420,58872
35240,39415,31606,47577,59998,48322,59113,50574,47491,30086,64306,40930
51905,52414,55874,58686,59382,64166,64847,60674,41252,65699,31382,52140
35439,57335,38326,63931,50560,49760,43479,43645,46820,44907,52270,40632
54145,41326,41941,61606,46157,51425,51109,61834,42923,39093,48507,45317
32298,39718,45662,49685,42084,39462,38336,43935,58885,65549,36296,60676
63369,55462,30110,46857,43688,49687,31734,35714,47135,41878,59621,64171
61360,69683,41090,41277,66680,59962,50293,33939,45512,54150,63730,38987
55676,37394,59579,49418,56662,30254,37933,63853,55520,55925,69139,48650
48186,66032,52767,52078,57079,38566,30876,45512,31911,33523,63319,60768
66523,42321,51029,46051,51120,61900,32527,68107,48723,61082,56773,34906
56646,66184,42477,34752,47049,45260,58519,45705,39010,53108,56137,55080
59597,44563,57481,49942,58595,38499,51102,58920,57031,69866,32549,57877
44434,48906,52608,64159,55322,46680,57966,39080,35625,68445,53352,49470
39749,51757,43117,56644,60009,39695,67895,43698,67021,65144,50823,48830
49339,66814,62468,39484,64312,49894,63452,43930,66675,32392,36263,45673
42171,30139,37054,50790,34034,37533,67846,35922,37214,60578,60377,46117
52494,68868,32196,49366,61283,67499,61543,64568,40740,42038,53118,50222
45021,52506,49852,42184,31539,68510,44743,35195,62004,63618,44679,38591
32444,67468,39652,40892,62276,36455,63070,68824,46580,39276,46405,53168
57494,32701,55430,46151,64398,53537,63238,63506,55229,67149,63562,52136
37377,41621,51132,61071,66757,63082,59413,49005,48815,42506,63327,55975
41700,40487,31515,34001,42840,42565,32390,58813,57479,59719,56603,33196
39472,48599,34695,63527,41230,50230,42152,43656,61448,46138,38690,63677
44066,48424,42824,61274,63747,40568,36167,64217,41077,61000,40462,50471
35330,41782,68375,50468,65980,39210,43602,45298,32083,63354,66273,48017
64427,42106,61298,30818,38581,35324,34180,63366,52440,42374,30376,39150
35463,38682,57388,56426,47485,61733,44444,48462,60604,68685,31439,66015
39925,47632,41772,37625,62550,37793,61741,66671,48074,52008,40797,34687
31445,34731,35697,36593,49613,58525,60757,33083,58306,56619,36471,50924
52817,66190,42964,62729,41912,44606,33243,61767,37640,33232,48745,53490
63329,43062,36216,60975,61990,37434,49130,65223,50981,33731,47858,68283
49192,45019,38977,67757,36568,47764,39688,30924,59860,57574,33918,69018
33427,45299,56102,41040,48745,47848,69752,65797,46145,39737,64458,32896
57691,63178,49483,51828,52412,51581,69812,37677,42886,45266,39970,63318
50336,52390,49933,55783,32150,66991,59702,52488,50069,58055,32129,68640
58143,34581,59443,46895,67219,68681,34866,54548,54054,35755,58001,69691
41158,69888,46463,56964,60228,53880,38769,40374,56408,65860,32639,33120
36809,59794,57938,51216,56095,33521,63698,60370,52229,50877,31962,41018
61995,47074,52367,43653,36853,36854,61447,66062,64405,31283,66867,47262
55406,60656,53205,49559,58989,69621,59208,63433,44904,57585,48216,56499
48082,56202,45388,55360,68523,37668,55749,34332,64720,32945,67671,54825
44427,40465,45937,69203,39488,37969,46148,61255,44574,66950,30001,60835
34421,52844,56688,58045,47910,33002,39872,66680,45855,59231,57955,32041
69927,67226,65135,48236,50332,37332,54247,50255,44641,44833,69384,43135
65435,61892,31274,69422,37893,52831,54778,65242,68885,55766,45711,34403
56637,62088,37556,61704,50867,52972,31409,56230,36496,68550,37733,49124
64411,55086,34234,48965,30122,62821,52408,33699,36583,32336,58484,48766
30786,66833,36623,33371,39749,47605,43857,58774,68214,40166,42455,39731
51573,59846,46860,42653,36583,58712,55777,50594,39530,30714,39385,62357
61002,69217,58941,46705,62951,62615,44906,43320,53453,63311,69650,33600
55708,64913,42565,55414,57357,48124,69372,68539,59663,45204,43172,39790
58241,61912,36886,69491,64139,54800,59713,32616,47764,40562,37841,33147
37419,54792,59939,69692,46427,69850,48431,46750,50419,67419,61790,31025
52177,62208,42843,37705,36400,65249,34049,63415,66465,40151,51176,49738
61198,55252,47519,64366,62653,69163,69943,30335,41868,61256,61024,33781
57384,47878,34692,68536,43288,69863,31247,31727,61824,48936,62965,40059
36432,38664,36185,50168,37898,34501,66691,56239,48292,55569,68023,55760
60297,33371,62934,67635,65562,54873,46252,37863,39729,42297,51720,32253
62436,52105,45559,56582,68277,66339,59227,61212,68452,42298,52743,31211
36704,66687,59825,33048,47265,44347,69361,52329,50188,60974,63214,47318
51932,53361,48869,38172,61732,56936,66296,67615,30702,49208,40470,42869
34223,47250,39852,58066,56792,37849,41742,49631,45544,64925,66424,62523
54901,53344,32990,49171,37324,49830,59952,30363,54503,36619,56845,42636
45903,38193,31250,52368,60001,62242,51500,32671,32186,31528,62776,57972
50263,67507,56185,52327,42199,59144,41552,57701,48601,38862,45685,55086
67362,48619,35865,44875,31316,60328,58940,55573,45596,51331,58254,35798
65251,48451,39142,67658,65443,46796,63316,52302,40852,37422,52672,63617
61598,39785,57534,48522,54469,47467,48263,36656,43106,41750,46291,38981
34233,43982,58474,35987,63156,40896,67480,63748,47129,61405,31359,49439
64234,34428,62368,31359,31766,42992,61113,31045,37269,53243,35172,44180
32048,69951,52501,65509,69925,67469,52258,52579,42342,46698,56318,36977
37501,38155,68229,57448,45395,33041,60734,59300,48932,59891,54265,53353
46811,31397,30667,51675,63805,37087,40846,67033,40266,69877,63148,53561
58757,55656,54806,56253,51893,39534,55661,39554,43345,47566,60191,56475
41559,47193,61941,39175,65700,69115,63026,59851,43486,37404,57312,44896
64890,50803,41695,44053,44536,30027,57023,45825,39503,63927,64044,40327
59100,39009,35328,32078,47476,56639,65181,40381,66039,35520,34871,50619
51237,46255,57934,54926,43676,50446,43309,64980,30282,66118,55195,50571
69123,39239,51954,44755,54779,35838,57770,67280,59251,55936,57286,62606
68887,63024,46339,58238,63704,34596,68515,33523,35460,63447,65577,34101
65418,54731,60171,69569,56612,40224,57264,33672,64746,52810,55123,60586
42105,52313,32427,65917,64262,49048,40095,55682,33254,40236,64874,40497
45551,67830,38860,51553,52405,54156,66387,39010,37985,38891,44394,38254
36926,38687,43984,59207,55634,31252,66068,62258,41414,63718,43878,51853
31204,57375,35328,66187,54522,66436,32687,59155,61790,36323,60822,50686
69041,38402,54364,46646,35784,57529,34045,56187,59362,41872,45646,51122
63065,54011,56776,48860,39712,64589,45714,49144,35125,34553,65249,48053
36424,35112,68521,45734,34134,30716,41608,36584,58222,60299,54767,61314
45233,67711,36743,67893,57724,35815,52215,36327,67943,31386,62179,44816
50769,61668,32355,58546,30118,38725,53426,62752,57926,36089,40807,61509
51308,37835,51014,62091,55613,59059,30650,69683,53463,57673,52614,68777
51893,36474,33396,69612,58678,45541,57569,66808,65338,57868,55159,43570
47335,42001,51087,65100,41364,68180,46141,56019,30572,30477,37704,38147
61331,49039,69399,68217,42293,32621,60574,47576,49615,57322,50465,63248
40433,55254,32488,40695,65257,69231,51951,57265,62091,60462,37436,55844
58325,47568,34530,64910,64879,30872,66188,60637,37205,69131,35494,59634
44395,47104,61385,30482,45506,30484,37209,30088,44098,62838,65257,60163
58571,62974,41643,36394,30492,36613,50367,62510,69747,43182,43647,66939
65739,57979,38715,31445,39128,52991,54959,36223,52549,54392,46986,38510
36025,55126,59251,64625,62416,43213,50087,34408,39421,44100,45849,32212
53759,51606,53836,43811,32146,68906,42503,56801,41178,52759,47684,55543
65388,43031,51361,46204,48051,54779,30469,47190,45546,52743,57714,62920
65529,36733,53199,63675,30658,47153,45163,38349,44400,39708,46125,49466
65892,54964,52477,45835,45646,64489,47895,49783,44263,32566,66583,40157
61141,67088,51620,34869,30749,63646,63750,62437,49830,52576,57106,30532
52675,59982,31378,40184,56652,52702,33387,43380,46192,37718,68081,33886
51540,35825,59892,35995,44987,62754,56390,35061,47939,69747,48947,39879
66305,30834,61496,41915,34854,35642,53715,41431,37683,31280,31157,36376
48664,54705,53378,34452,48689,32254,50470,64583,59653,54060,43063,30026
38152,60210,38775,37832,65236,50615,53284,64831,47315,45361,55371,68555
50680,38622,62955,42207,52571,30797,47219,51080,48489,53034,30541,49542
40225,43009,63994,37804,68890,66070,43164,52256,33627,58377,38124,65151
51924,51916,54559,60595,68290,47317,67652,41228,31905,65429,50557,63846
49916,56827,45755,49969,53330,34689,38235,61435,40273,42781,31050,44464
49835,59568,53712,68309,35818,58697,48077,51129,57559,61946,47593,51638
44637,57695,61528,55677,55896,46602,65376,57032,66090,47050,67880,48675
67888,41805,46063,52440,45931,63090,62413,40640,58018,52903,67159,50798
38493,44739,33624,43629,48963,45757,51052,47661,40960,35972,65583,63148
65172,57427,36604,38503,61516,68091,30716,68475,41277,53319,38370,39341
64013,44978,33146,30482,32482,53359,48268,53615,65878,51487,53980,34133
53142,46140,56396,64978,50412,56963,46671,69707,64475,32263,31635,36768
63808,48492,41558,32672,66075,39292,68530,53734,46654,38525,51590,57222
65688,56478,59596,40383,35748,52299,35340,43696,46647,58264,69879,34091
61236,36297,46909,54217,62938,56529,54622,36214,45777,51199,33284,37171
46988,39794,65812,45467,35901,38209,62771,45289,59686,56423,57563,46771
57399,59910,32905,40890,69741,34914,59600,44907,66657,67425,60486,66034
46529,62380,56961,35194,40454,67113,41087,32647,30405,37466,58390,53853
42851,48791,31438,33777,68444,38385,51097,59771,38220,37385,45536,48479
54298,31458,42836,44054,30688,42021,43643,66488,31450,57273,37476,47059
56483,39983,63530,33002,56259,62275,66622,35006,62146,50358,69505,60086
60255,66917,48139,46648,50244,69119,46848,66622,67057,56658,35159,37711
48458,68441,49116,54333,64190,58708,63420,64857,56195,40916,64040,66825
54860,30827,59469,44298,41426,45722,39448,54961,48811,46349,56330,36461
32883,35435,64623,52548,37382,64927,66967,32739,40227,68864,36273,60829
40161,56385,55374,59122,58362,57932,50713,69640,68486,41064,44739,40733
68092,64670,49341,46509,47659,48535,45927,59286,65551,30206,61069,32900
36420,33535,52915,66669,49106,60446,56552,60363,35800,55251,58825,56652
54451,32187,61370,65879,34755,51179,53676,52088,35766,61008,33046,67077
63789,30513,33792,63759,38365,31803,66425,45788,51328,41973,69066,56010
44847,56176,59140,65162,55158,67177,36865,33210,46489,48217,32293,51641
67450,32937,61648,56995,49746,56538,39193,48607,39935,35834,33115,43416
67083,68149,47196,33765,33892,42275,34380,37969,60455,39546,47824,56631
59367,68560,63557,39368,66977,62784,40414,32050,54098,60837,57689,47580
56215,52205,55904,59373,33717,50170,30934,67262,38194,52798,38187,69389
58222,32354,56666,36480,53717,45668,46073,64640,47238,60146,44671,30134
53399,54850,55555,44927,42768,58534,42502,37785,32426,43686,51514,65582
52358,32987,35603,51768,57105,42057,64119,40778,68687,45677,42449,41089
58270,41337,36911,47747,36590,42184,38782,49661,63870,64888,36330,67316
36659,63278,39530,36727,53964,64807,35858,41278,48477,56217,53927,56676
40993,67188,54428,43487,67416,43131,60185,60818,57940,60621,58200,39402
57130,67777,51922,44037,51621,50241,63063,57573,56255,67012,32717,61033
46595,68726,62967,36153,42159,61724,50735,58262,55499,31034,64887,56663
34354,60050,62552,53930,30516,37508,42687,31532,68264,33493,41980,42214
65002,64465,59629,57683,43544,45238,49525,36851,34759,56015,41855,58327
58120,44842,46736,65760,59466,37565,35356,39482,33459,43083,48756,66960
67102,32861,40773,42089,36345,51447,40295,40570,37652,44304,46604,34729
41176,42422,52981,67115,51971,42695,47688,54525,61126,62932,41887,49116
58668,39096,64273,57978,49317,61964,39059,58174,52919,32256,31581,40155
36035,31222,41569,52620,69624,54605,56102,41115,60363,35955,57564,63232
31770,47490,46986,32347,65754,42750,53109,36726,53889,35340,58180,53566
48194,52526,52372,41803,38440,30769,51178,43543,62472,62910,44804,35509
64178,41335,56925,47732,55789,47940,34709,37469,45878,68913,31049,32079
69570,30416,59189,32685,34555,42366,56804,50441,32560,64308,35191,46154
36552,67401,46380,46742,30431,34309,69303,39995,48665,63379,56738,30175
61001,47408,60865,53939,45866,41488,36268,31581,54314,53192,69923,67051
65157,39371,35866,68573,55862,38163,39747,61661,35336,63670,47022,33302
65270,38659,67482,66229,52629,50507,57320,34130,58236,48213,38290,66357
64372,45224,45963,50993,60339,56226,45636,68333,37462,40231,35957,63362
39130,38866,36543,49608,63998,47174,64725,52298,52505,62667,67815,49002
31479,37436,55689,55636,43485,52230,39643,35087,53142,45742,58706,61339
54956,61431,67819,62890,69082,64912,49916,58089,69749,53885,46601,67706
67522,58826,42153,68521,48912,56510,51432,44011,62712,59589,57880,53045
33787,63487,30688,47125,31248,54965,39877,53307,39259,56751,38581,39342
63149,39905,62925,57849,61099,46553,49383,42888,31332,54413,62066,66145
65417,51677,54139,48324,51587,57834,61827,32696,48477,58031,60808,41587
68277,69313,63848,68503,53881,39451,54659,47603,39424,69295,47809,55918
67392,43083,44135,54888,59838,43296,43641,55959,43093,58376,30954,59346
55212,52682,39602,36750,56087,55755,55654,42426,33574,30192,46590,59220
39214,43582,63215,47679,39830,50255,67714,66390,58212,68062,38392,47963
34106,67120,56476,38902,50834,35556,30568,65581,37619,48822,52219,49526
53747,48719,55925,47295,41153,39716,43399,50426,47649,30659,48836,42017
54130,64495,41502,59919,42693,60614,42246,48234,30338,52947,38071,59762
53086,63804,68063,60629,45894,66465,32705,48781,55487,62687,51101,55024
64932,60613,61306,62059,40493,67358,37088,48867,33876,55704,53415,32657
40758,33481,36712,60366,50285,62859,42796,44555,67232,49881,31783,61868
42198,65302,61780,53966,52311,48359,44206,46996,64136,38207,58130,42358
34436,67488,62914,39249,42071,38148,42523,49620,49060,47820,62775,56336
38259,40448,53788,30896,47026,36513,54378,62756,65845,40100,40278,53148
31122,50761,35351,61451,43954,35298,47709,64142,52188,40461,64546,68876
58674,54072,31731,63842,68717,31766,52203,66322,62747,43329,62990,63820
48007,67514,41477,57066,47593,47012,56654,31734,49358,55319,67612,58531
38745,41087,63651,61420,40381,51136,46240,47694,48052,53786,34999,58229
40378,69588,55098,63731,36551,43065,49662,37960,43697,60995,56789,60992
69068,58805,49715,52960,50865,51523,45283,59143,63944,48465,47460,67293
50532,36736,41461,37771,51242,39601,61948,47819,46211,49689,54801,44941
36746,51893,52296,50828,62126,48926,59225,41590,41538,50761,53151,61682
52756,66986,48806,46022,59437,50785,48752,59610,50651,32942,41301,58785
54127,64094,35202,67722,54986,33578,42997,50659,68419,62910,67924,56401
48024,64461,65070,57014,41784,37169,53514,67880,64476,34028,49939,40085
69680,60665,60236,68428,39350,61198,62657,43654,31708,54643,58681,44484
63350,67722,64525,31199,32694,55068,39522,44034,67493,54767,62084,59293
59298,46635,33259,34471,59105,44078,66542,67405,55617,65874,66148,43400
42520,54453,41458,33976,64836,68225,51246,42413,54283,51894,56832,60042
42566,39677,52646,68018,62468,38934,69934,48897,39982,53032,55404,51285
54682,66400,48676,55676,54433,49392,54640,61695,51964,39599,67034,38346
34308,59409,54841,37923,63933,43351,32490,42173,38773,56529,44279,54386
46450,61538,50469,62741,36387,33516,30138,54246,30091,64056,44522,30964
56605,40849,64162,51050,65835,45680,39732,31486,45838,50728,34759,57268
47582,32364,37501,57120,62901,62114,32649,64441,67202,48258,52113,63910
61796,46644,63925,69487,47207,33144,34637,31394,65002,38848,32839,48773
37088,60051,52464,57383,55747,39270,40463,58653,57767,38124,42690,67717
60519,68154,43065,41315,30686,62061,69847,33075,69556,32376,63100,38913
55164,48845,37820,58677,51369,53763,59520,49506,56757,54336,64496,64543
54290,30615,42880,56870,64222,49858,30177,61937,58719,68212,38184,65440
66694,65298,69948,39141,62546,69311,62106,57288,41818,53523,43859,50539
40313,67624,47636,66553,64094,63439,46851,44036,42073,64067,35653,31440
56048,67674,61003,63400,63004,34923,59694,35689,49453,51589,63370,67856
67431,64142,54020,46824,69143,45072,69438,34466,30380,45944,37992,45562
40673,34658,52191,40988,46602,30216,64853,67237,48813,55946,68095,66544
42024,36698,48574,43103,45750,43364,61146,57177,64482,63788,37361,69093
43512,63054,69111,37587,38856,63276,32349,44137,64384,65417,69273,43997
34994,65824,33115,30010,31581,69903,40078,62230,37222,58861,44496,53428
51662,66364,58199,59274,33572,52975,34864,50433,35015,60560,30459,68437
60081,65429,56559,57033,54943,69095,61861,31109,64612,42682,33821,62938
48509,44753,64203,62695,50431,63434,69041,55284,61496,40177,40385,40527
45534,43048,66877,58529,43001,34114,46028,47772,53179,54362,47030,66915
65783,69867,48981,53654,56074,31756,41392,44944,64926,50120,69072,56058
50565,45695,66524,69806,65523,51538,31420,59641,44402,39436,69245,55616
40857,56692,31017,36882,49171,67991,57903,67294,43663,42668,32571,51008
57590,65275,38703,57438,48786,60619,36031,49470,63834,34247,61845,43339
35081,58880,30369,61041,47912,39701,56685,68514,63849,49366,48747,56083
33228,42478,66288,53224,40036,56248,35340,67078,47617,34983,47727,55296
57033,50415,68581,69646,65354,69139,47250,44824,64510,60742,58779,33538
68085,35688,31383,64927,31288,62480,69308,38603,58087,42695,33115,57501
63148,57439,69671,42904,48746,62115,67242,31745,30822,44248,59598,56441
37078,56649,58357,59821,48684,54856,65807,48752,60257,56601,58375,64631
52523,47007,41321,36974,65536,62246,64184,40812,53732,41607,44807,42300
