UE0,UE1,UE2,UE3,UE4,UE5,UE6,UE7,UE8,UE9,UE10,UE11
2770,2952,1765,2638,1607,1947,2659,1057,1098,2168,2421,1500
2907,2893,1290,2590,2528,2201,1221,2515,2214,1084,1952,1609
1059,1577,2189,1205,1622,1751,1181,2359,2662,2605,2725,2058
1235,1584,1241,1385,2930,1871,2504,1764,1152,1424,2864,1432
1011,1834,1752,2952,2924,2842,2054,2000,1491,2484,1212,1684
2209,2907,1169,2663,2693,2257,2079,1795,1073,2170,2283,2758
2663,2274,2119,2452,1896,1441,2842,1241,1626,1257,2168,1549
1448,1729,1325,2243,2645,2423,1589,2687,1725,1266,2755,1777
2688,2102,1177,1153,1307,2815,1011,2688,2319,2311,1908,1350
2438,2585,2192,1954,1388,2651,2541,1129,2140,3000,2559,1761
2706,1377,1599,2545,2710,2296,1914,1812,1594,2220,2533,1118
2208,2558,2522,2570,2127,1069,1649,1537,2191,1294,1694,2016
2836,1191,2021,2945,2844,1867,2368,1316,1483,2240,2492,2012
1422,2885,2343,1998,1260,1878,1880,2112,2733,2467,2561,1579
2053,1682,1692,1299,2691,2115,2453,1867,1846,2075,1308,2079
2273,2498,1007,2812,2003,2287,1808,2414,2446,2314,1629,1765
1400,1387,2284,1264,1619,2108,2141,2018,2873,1489,2801,1574
1451,1554,2550,1297,2586,2774,2081,1220,2457,1194,2265,2331
2511,2024,1670,1358,2932,2206,1163,2120,2764,2272,2083,1705
2618,2535,1294,2719,2034,2197,1741,1285,2206,2700,1478,1336
1350,1834,1694,2633,1311,1707,1003,1500,1827,1681,2769,2673
1855,2491,2138,1585,1676,2131,2969,2512,1224,2787,2800,1304
2986,2303,1922,2778,1646,1137,1608,2597,1693,2787,2907,1733
1525,1416,2710,2062,1063,1110,1546,2693,1543,1389,2021,2774
2806,1873,2692,2510,2963,2427,1322,1196,2187,1242,1078,1070
1980,1773,2146,2336,2252,1092,1125,2570,2589,2148,2116,1872
2022,2728,1358,1512,2421,1252,2700,1998,2200,1077,1929,2845
1894,1409,1182,2899,1196,2777,1690,2954,1308,2995,1734,2047
1822,2277,2445,2646,1530,1551,2679,1963,1723,1234,1220,1947
1927,1876,2164,1127,1802,1288,1274,2449,2486,2388,1899,2759
2419,1163,1753,2576,1087,2620,2207,1564,2070,1711,1664,1550
1820,1675,2358,1547,2491,1880,1662,1537,1905,2002,1941,1040
2281,1015,1021,1183,2612,1404,2427,2339,2049,1344,2612,2033
2027,1081,2179,2082,2704,2381,2929,1778,2674,2485,2789,2282
1164,1349,1506,1028,1389,1261,1610,1897,2871,2802,2467,1231
1021,1995,2898,1077,1004,2644,1551,2095,1867,1199,2869,2403
1900,2135,2805,2805,2892,1379,2581,1583,1786,1771,1391,1928
1389,1493,2555,2377,1441,1174,1988,2576,2599,1090,2007,1662
1647,2621,1135,1578,1893,1327,1934,2048,1277,2035,1558,2068
2840,2719,1416,2499,1444,2765,2280,1344,1001,2669,1351,2211
1194,1449,2841,1018,2486,1213,2603,1037,1402,1837,2269,2447
1854,2259,1330,1106,2122,2424,2152,1765,2004,1822,1300,1799
2217,2002,1610,2665,1339,2503,1025,2820,1952,2345,2569,1134
2605,1724,1978,2705,2236,2087,2291,2112,2913,1695,2338,1398
1302,1385,2266,2556,2575,2835,1548,1512,1343,2445,2645,2351
2262,1149,2020,1195,1565,2128,2916,2451,1356,2496,1053,1643
2296,1106,2372,1342,1587,2279,1184,1038,1375,2773,1355,2009
2863,1292,1915,2545,1050,2422,1418,2347,1566,2465,2747,2244
1267,2316,1958,1369,1042,2182,1426,2693,2376,1522,1075,1839
2621,2456,2143,2315,1130,2851,2397,2959,2812,2682,2790,1511
1125,2791,2310,2095,2739,1604,2354,1559,2311,2673,2826,1310
1184,1527,2638,2190,1954,2078,1952,1684,1835,2548,2748,1391
1581,1412,1091,2252,1124,1018,1099,2665,2785,1658,1252,2858
1688,2178,1024,2193,1999,1720,2616,1519,2140,1160,2954,2129
2492,2432,2268,2067,2401,1508,1240,1250,1064,1767,1542,2924
2290,2154,1089,1595,2711,2761,1231,1974,1157,2984,1950,1596
2333,2670,1696,2144,2327,2119,2898,1529,2339,1758,2180,1850
1595,1020,2821,1951,1170,2363,1964,1617,2626,2905,1960,2675
2608,1126,2973,1592,2771,1808,2856,1248,2879,1356,2228,1405
1878,2830,1834,2577,2002,1387,2220,1852,1208,1447,1589,1335
1377,1021,2014,1086,2866,2616,2572,2776,1074,1561,1818,1414
2037,2087,1701,1045,1784,1548,1885,1486,2380,2096,2234,1816
2147,2485,2651,1554,2043,1843,1364,1147,1361,2196,2060,1433
2676,2223,2526,1132,1641,2806,1337,2566,1056,2676,2377,2087
1641,2618,1503,1854,1917,1697,1047,1941,2261,2560,2720,1728
2785,2421,2522,1789,2619,1800,2974,1038,1406,1366,1502,2628
2773,1893,2474,1543,1245,1132,2615,2867,1152,2820,2653,1922
1218,1057,2073,1819,2786,1974,1330,1213,1158,1961,1170,1515
1794,1901,1929,2477,1335,2389,2896,2332,1803,1977,2102,2027
2154,1079,1882,1034,1157,2805,1841,1183,1429,2370,1731,1670
2887,2561,2202,2842,2060,2754,2714,1851,2741,1763,1082,2642
2545,2322,1913,2455,2717,1791,2223,1390,1287,1426,1720,2861
1389,2213,1896,1926,1027,1542,1385,1329,2833,1626,1537,1970
1295,1470,2183,1064,1006,2527,2852,1303,2419,1048,2643,2700
1638,2262,1547,1706,2427,2985,2343,2219,1307,2131,2032,1448
2857,2416,2959,2133,2120,1139,2206,2062,1853,1677,2187,2035
2181,2047,2007,2925,2042,2863,1641,1602,1334,2454,2784,1392
1145,1764,1081,2520,1026,2247,2458,1757,2124,2271,2742,2217
1755,2439,1267,1480,1124,1932,2107,1940,1951,1399,2290,1467
2290,2251,1373,1166,1906,2785,2917,1390,1712,1022,1832,2785
2559,2739,1234,2720,2912,2295,1968,1653,2873,1821,2518,2688
2431,2440,2600,1983,1393,1775,2428,2500,2821,2043,1031,2455
1913,1012,1841,1170,1383,2524,1833,2564,1547,1708,1929,2519
1101,2521,1184,2923,1585,1658,1441,1298,1545,1822,2568,1329
1730,2215,1539,2114,2172,2181,1211,2875,1872,1897,2284,2053
2354,1288,2012,1059,2218,2087,1212,2623,2858,1505,3000,2288
2061,1612,2861,1877,1966,1289,1949,1220,2925,2831,1663,1886
1866,2875,1721,2928,2046,1943,2066,2288,1056,2581,2133,1073
1410,2130,1677,1934,2869,2639,1037,1461,1763,1356,1064,2132
1357,2086,1201,1530,2696,1634,1204,1739,2020,2891,2808,1320
2170,2245,2884,2746,2681,1512,1638,2367,1334,1477,2283,1186
1556,1530,1479,1743,2795,1810,1712,2397,1796,2124,2712,2414
1734,2146,2436,1453,2381,1633,2371,2767,1394,1392,1882,2523
2779,2750,1977,1930,2668,2955,1670,1654,2620,2961,1560,2938
1813,1718,2702,2456,1156,2821,1252,2163,1742,1686,2834,2863
1869,1092,2718,2682,2165,2574,1314,1281,2122,1785,2327,1138
1689,2928,2652,2222,2126,2266,2782,2734,1925,2262,2563,1470
2221,2154,1407,2488,2294,2139,1575,2279,1992,2127,1737,2884
2695,1059,2846,2740,1959,1708,1934,1814,1201,2100,2049,2509
2090,2950,1373,2063,2626,2693,1436,1887,1517,2417,2786,2489
2821,1306,2924,2537,1495,1660,1724,2916,2786,2216,1084,2153
2807,2160,2612,2842,2821,2872,2145,1516,2115,1348,1842,2502
2497,1151,2054,2776,1035,1310,2306,1052,1159,1616,2632,2660
1552,1248,1456,1309,2709,1478,1640,2222,1696,2730,2438,1671
1625,1829,1913,2805,2052,1548,1887,2344,2980,1517,1559,1360
2627,1509,2292,2432,2902,1048,1437,1915,2893,1461,1674,2483
2128,2218,2127,2335,2918,1125,1477,1205,1957,2264,2148,2604
1003,2274,1626,1156,1521,2340,1728,1614,2209,2783,2197,2008
2892,1086,1531,1482,1074,2101,2175,1055,1015,1799,1314,1485
2753,2832,2584,1001,1607,2004,1561,1373,2006,1606,2958,1201
1638,1627,1289,1197,1206,1190,1554,2503,2690,1672,1057,2911
1910,2302,2633,2971,2666,1533,1612,2169,1051,2429,1811,1685
2420,1548,2122,2679,1443,2212,2280,2972,2562,1489,2075,1134
2745,1944,2234,2352,2708,2408,1025,2019,2918,1464,2342,1135
2253,2175,2324,2156,1831,2209,2335,1166,2803,1346,2629,2973
2248,1218,1585,1518,1073,1803,2233,1157,1120,2243,1090,1220
2710,1936,2590,2890,2913,1408,2883,1736,2462,1743,2254,1329
2796,1109,2597,2804,2644,1409,2442,2344,1301,1432,2285,1729
1087,1873,1177,1620,2226,1769,2961,1445,2629,1218,2276,2162
1120,2355,2603,2224,1509,1773,1170,2493,1727,2490,2957,2914
1986,1395,2691,1680,1530,1165,2402,1251,1174,1610,2916,1343
2275,1262,1483,2301,1389,1505,1760,2160,2685,1119,2925,2130
1575,1422,1104,1842,1388,2722,1744,2814,1487,2565,1812,2826
1260,1707,2229,1685,1815,1820,1371,2829,2323,2299,1904,2906
1697,2011,2647,1474,2951,2470,2275,1012,2112,1180,1375,2616
2835,2636,1578,2319,1387,1936,1752,2139,2663,2483,1185,2895
2145,1870,1327,2296,1599,1034,1759,2390,1411,1708,1992,1474
1181,1089,1271,1921,1230,2771,2674,2211,1115,1201,1491,2504
1426,1911,2821,2378,1910,2059,2972,2621,2605,1267,2886,1913
1339,2118,2534,1862,2296,1669,1598,2323,2779,2428,2712,2953
1205,1765,2281,2306,1097,2939,2090,1155,1564,1624,1740,2665
1903,1556,2169,2088,2276,1894,2677,2287,1936,1605,2087,1698
2849,2385,1373,2777,2942,2796,1280,2991,2470,1440,2552,1321
1342,2770,2552,1187,2837,2030,1959,1708,2027,2485,1358,1397
2931,1110,1026,1804,2724,1246,2532,1648,1836,1191,1939,2086
1493,2830,1909,1943,1909,2262,1878,1116,1777,1416,2303,2739
1334,1506,2893,1635,1110,1017,1818,2498,1081,1678,2291,1456
1099,2950,2186,2023,1448,2754,2674,2282,1530,1785,2930,2467
2919,1933,1632,1574,1150,1996,1078,1673,2704,2794,2221,1416
1215,1248,1505,2649,2470,2790,1882,2809,1845,2313,2399,2213
2375,2135,2792,1972,1620,1856,1516,1265,1445,2767,1957,2733
2436,2732,1074,2766,2194,1507,1258,1295,1019,1657,1122,2826
2462,1036,2651,1317,1489,2755,2656,2356,2988,1273,1594,1678
1585,2901,2994,1949,1030,1880,2748,2842,1674,1525,1912,1131
2033,1548,1075,1839,2578,1663,2475,2221,1806,1745,2055,1180
2378,1312,2073,1716,2276,1490,2837,2409,2557,2684,1339,1988
1194,2951,2506,1196,2285,1838,1796,2756,2416,1860,1926,1652
2996,2626,2925,2025,2157,1472,2528,2170,1332,2963,2398,2261
2479,1523,1483,2697,1100,2413,2431,1728,1859,1288,2977,2694
1425,2723,1120,2346,2404,1777,2815,1553,2741,2444,1612,2920
2449,2708,2907,2306,1025,1609,2957,1821,1131,2706,1719,1366
2479,2074,1503,1277,2071,2584,2723,2072,1218,2505,2591,1405
1024,2596,1106,1109,2346,1626,2222,1370,1177,1271,2167,1335
1913,1597,2172,2732,2532,1593,1199,2678,1520,2415,2759,2674
2218,2733,1601,2101,2696,2054,1177,1061,1593,2202,1468,2064
1988,2303,1972,2109,2191,1545,2101,2470,2793,2822,2931,1330
2637,1345,1811,2177,2539,1711,1232,1946,1497,2850,1645,1180
1379,1120,1328,2162,1649,2873,1818,2830,1739,2406,1884,1932
2127,2012,1724,1490,2306,1603,1952,1446,1427,1062,2102,1088
1998,2188,1177,1434,1578,2716,1311,1341,2043,2069,2036,1016
1724,1532,1841,1584,2399,2918,2356,2918,1640,1602,2562,1120
1839,2006,1902,2047,1108,2408,1714,2120,2227,2202,1755,1121
1200,1936,2119,1361,2382,2210,2766,2851,2385,1580,2876,2491
1032,1322,1217,2499,2568,2039,1846,2492,1121,2242,2168,1361
2698,1566,2991,2559,2265,2200,1243,1532,1789,1741,1818,1807
1610,1951,1756,1788,2121,2853,2180,2063,1665,2900,2653,1660
2180,2987,1524,1458,1732,2449,2543,1453,1663,2107,2148,2176
2425,2586,1060,2141,1971,1509,1547,2852,2710,1552,1640,1708
2669,2360,2391,2791,1006,2460,2300,1647,1482,2427,2911,1991
1734,2579,1102,1989,1919,2200,1668,2986,2557,1343,1794,2753
2928,1513,2944,2424,2972,2427,1564,1999,1013,2832,2533,1414
2760,1136,2096,2874,2654,1514,2051,1408,1133,1784,2519,1284
1517,1497,1842,1461,1642,1802,2964,1228,1262,2791,2722,2538
1038,2522,1809,1789,1104,1414,2316,1805,2852,2968,1045,1523
2737,2389,2389,2864,1400,1849,1442,2317,2666,2937,2529,1026
2778,1630,2975,1402,2000,1885,1580,1907,1178,1823,2519,1797
1908,2074,2358,2124,2618,1587,2340,1965,1113,2668,2662,1880
1565,1077,1677,1402,1354,2569,2982,1476,2241,1051,2363,1962
1903,2662,2502,2953,1185,2379,2584,1544,1613,1130,2275,2258
1259,2886,2610,1666,2337,2326,2186,1036,2212,1451,1172,1919
2610,2553,1836,1799,2278,2368,1462,1735,1534,2950,1843,1997
1225,2453,1849,2334,1244,2020,1997,1697,1733,1666,1509,1169
2808,1737,1339,2431,1004,2343,1155,1038,2661,1358,1409,2467
1513,2647,1623,2419,1521,1261,1488,1248,2455,1922,1542,2548
1773,1155,1272,1422,2573,1930,2983,1866,1366,1411,2929,2509
1733,2521,1917,1322,1974,2524,2764,2203,1581,2635,1552,1544
1101,1860,2558,1799,2219,1784,1142,1120,2848,2554,1754,2708
1158,1503,2028,1944,1527,2136,2332,1891,2746,2205,2311,2924
2075,2806,2288,1745,1601,1977,2687,1153,1084,2231,2596,1912
1636,1975,1637,1559,2576,2719,2189,2445,2488,2759,2394,2228
1347,1888,1188,1334,2800,2484,1324,1929,1337,1743,1202,1564
1296,1392,2574,2974,2184,1705,2764,2950,2665,1090,2329,2516
2946,1647,2985,1014,1731,2098,1350,1518,1474,2240,1804,1832
2699,1133,2010,1916,1924,1123,2539,1444,2662,2962,1734,1951
2729,2840,1526,2641,1000,2159,2328,2997,2797,1018,2739,1652
1762,1672,1701,2367,2201,1626,2603,1850,2241,2925,2527,1364
1149,2166,1735,1039,2008,2162,2586,2215,2885,2509,1446,2086
2716,2079,1945,1773,1275,1910,2274,2225,2949,1708,2848,1233
1437,1493,2537,2563,2577,1709,2042,2925,2666,1002,2232,2142
2521,2940,2060,1515,2150,1528,2602,2476,1036,1208,1175,1440
1263,2398,1897,2250,1405,1461,2237,2096,1557,1307,2274,1141
1862,1762,1505,1407,2961,2062,2663,2438,2964,1580,2233,2043
2917,2925,1475,1125,2079,2055,2519,1107,2698,2067,1742,1590
1842,1561,1827,2651,2119,1556,2447,1019,1269,1369,1588,2513
2032,1647,2130,2327,1590,1644,2940,1338,1751,2521,2365,2945
1540,1003,1742,2035,2130,2140,2607,1140,2560,2010,2619,2794
1857,2020,1577,2776,1300,1951,1215,2964,1415,2244,2099,2531
2465,1135,2889,1246,2872,2250,1898,2981,1622,2038,2762,1446
