UE0,UE1,UE2,UE3,UE4,UE5,UE6,UE7,UE8,UE9,UE10,UE11
9892,9257,9611,9142,9058,9848,9985,9244,9264,9926,9401,9293
9544,9677,9309,9678,9339,9209,9289,9934,9003,9042,9935,9997
9899,9735,9526,9877,9880,9920,9306,9577,9228,9791,9355,9445
9375,9778,9041,9905,9680,9171,9256,9411,9838,9108,9820,9947
9379,9751,9716,9103,9556,9262,9055,9071,9719,9985,9277,9997
9769,9361,9120,9405,9651,9496,9085,9236,9770,9116,9582,9459
9732,9048,9254,9478,9334,9191,9289,9874,9828,9450,9580,9886
9772,9725,9622,9983,9783,9992,9814,9335,9074,9752,9476,9140
9171,9088,9090,9547,9816,9058,9449,9932,9763,9873,9537,9214
9807,9589,9763,9409,9567,9305,9503,9373,9697,9014,9349,9054
9961,9732,9317,9108,9544,9167,9872,9688,9707,9476,9895,9664
9723,9935,9244,9552,9358,9603,9118,9810,9940,9615,9236,9342
9349,9872,9131,9850,9490,9517,9167,9993,9206,9460,9134,9466
9709,9655,9679,9565,9740,9008,9598,9380,9616,9409,9209,9976
9345,9987,9102,9068,9409,9759,9017,9363,9563,9569,9810,9872
9476,9263,9772,9772,9139,9654,9488,9257,9996,9662,9616,9334
9474,9734,9126,9384,9176,9263,9805,9402,9165,9418,9805,9795
9905,9856,9969,9638,9147,9309,9230,9455,9565,9603,9764,9659
9314,9517,9736,9474,9506,9987,9401,9272,9673,9010,9155,9178
9167,9140,9996,9285,9450,9555,9891,9310,9001,9804,9036,9103
9010,9310,9493,9237,9544,9732,9940,9843,9888,9948,9291,9215
9442,9678,9104,9437,9663,9411,9800,9749,9187,9806,9649,9121
9491,9218,9392,9369,9268,9151,9369,9070,9992,9476,9771,9533
9538,9756,9170,9552,9862,9628,9996,9667,9570,9504,9775,9606
9217,9766,9900,9059,9425,9398,9578,9381,9937,9784,9590,9773
9735,9432,9590,9606,9503,9845,9905,9080,9545,9304,9528,9638
9719,9795,9332,9013,9332,9755,9154,9545,9693,9408,9518,9390
9816,9622,9086,9537,9337,9024,9943,9559,9534,9207,9989,9450
9239,9724,9100,9956,9079,9062,9230,9588,9554,9998,9455,9845
9592,9890,9844,9040,9115,9791,9419,9789,9237,9350,9437,9934
9820,9143,9352,9149,9577,9613,9228,9546,9872,9891,9998,9161
9189,9398,9704,9961,9118,9799,9773,9472,9915,9708,9821,9978
9071,9992,9994,9050,9657,9819,9792,9844,9354,9936,9102,9933
9466,9353,9768,9514,9035,9238,9446,9417,9969,9246,9183,9089
9822,9571,9979,9453,9879,9625,9307,9570,9725,9368,9082,9089
9467,9019,9747,9840,9539,9409,9558,9916,9029,9727,9807,9031
9001,9469,9577,9723,9502,9858,9155,9426,9391,9275,9810,9435
9443,9672,9110,9553,9333,9307,9962,9842,9960,9185,9634,9106
9198,9800,9824,9492,9562,9103,9581,9252,9375,9855,9217,9600
9122,9165,9562,9870,9805,9964,9009,9945,9869,9954,9841,9095
9460,9124,9686,9474,9794,9494,9377,9954,9174,9255,9497,9932
9863,9295,9777,9082,9446,9163,9471,9553,9020,9960,9178,9998
9372,9823,9778,9340,9724,9270,9959,9971,9787,9357,9373,9875
9725,9745,9982,9913,9792,9175,9029,9640,9251,9284,9249,9689
9869,9976,9302,9429,9567,9940,9026,9369,9669,9735,9394,9537
9978,9517,9518,9063,9616,9240,9700,9915,9501,9340,9202,9124
9838,9628,9919,9295,9303,9831,9045,9690,9929,9653,9728,9566
9122,9015,9177,9448,9612,9004,9484,9256,9802,9124,9507,9094
9088,9264,9981,9191,9341,9516,9039,9410,9761,9659,9934,9360
9953,9462,9738,9173,9845,9441,9255,9992,9066,9002,9419,9293
9219,9274,9948,9849,9270,9622,9800,9791,9321,9089,9080,9127
9226,9084,9885,9893,9184,9191,9603,9495,9711,9667,9440,9185
9945,9591,9630,9020,9010,9946,9616,9026,9405,9690,9057,9908
9270,9942,9925,9173,9103,9853,9061,9890,9049,9219,9280,9772
9128,9365,9978,9185,9603,9044,9900,9938,9861,9262,9419,9401
9341,9506,9747,9582,9061,9008,9141,9019,9784,9502,9279,9079
9305,9746,9182,9284,9432,9339,9397,9472,9219,9837,9200,9809
9003,9869,9195,9229,9020,9285,9074,9189,9904,9352,9581,9880
9744,9892,9520,9124,9023,9273,9327,9361,9901,9909,9221,9056
9290,9562,9448,9857,9988,9686,9335,9803,9584,9024,9228,9268
9906,9039,9591,9272,9824,9547,9769,9151,9150,9969,9420,9618
9607,9527,9865,9049,9467,9346,9125,9609,9204,9636,9448,9360
9934,9270,9889,9768,9030,9447,9493,9138,9668,9068,9993,9231
9966,9294,9687,9344,9949,9660,9995,9234,9926,9379,9568,9132
9625,9547,9799,9584,9348,9158,9461,9849,9762,9565,9732,9669
9185,9320,9789,9225,9816,9964,9119,9902,9833,9278,9188,9313
9604,9340,9376,9907,9806,9370,9807,9397,9812,9572,9094,9201
9658,9850,9613,9312,9923,9072,9341,9204,9258,9438,9869,9542
9219,9968,9118,9392,9795,9812,9605,9110,9607,9551,9238,9974
9127,9796,9111,9197,9553,9749,9246,9057,9901,9452,9731,9032
9856,9236,9906,9842,9638,9537,9093,9608,9511,9127,9372,9953
9681,9519,9956,9128,9765,9936,9513,9136,9875,9076,9553,9350
9428,9610,9279,9579,9278,9472,9473,9732,9258,9538,9210,9868
9230,9146,9759,9810,9202,9424,9678,9891,9199,9059,9442,9969
9268,9514,9730,9278,9227,9974,9754,9538,9975,9747,9541,9839
9161,9139,9433,9638,9234,9779,9673,9166,9286,9454,9398,9056
9110,9614,9335,9002,9324,9091,9087,9927,9362,9446,9263,9409
9973,9343,9379,9006,9721,9133,9310,9350,9441,9307,9519,9388
9300,9884,9363,9644,9312,9137,9688,9219,9587,9008,10000,9318
9765,9104,9698,9757,9979,9335,9552,9731,9046,9661,9689,9275
9488,9296,9506,9238,9898,9976,9146,9418,9438,9728,9572,9285
9450,9026,9610,9970,9363,9258,9800,9642,9952,9506,9606,9618
9001,9332,9650,9502,9414,9494,9961,9585,9068,9767,9886,9912
9943,9598,9394,9207,9637,9537,9968,9251,9556,9547,9853,9184
9201,9436,9471,9358,9361,9141,9947,9728,9557,9475,9869,9506
9390,9321,9814,9495,9278,9301,9703,9850,9917,9256,9384,9390
9197,9848,9688,9670,9805,9098,9595,9139,9183,9446,9186,9587
9290,9287,9951,9432,9301,9450,9808,9471,9064,9902,9008,9505
9748,9015,9579,9218,9177,9431,9299,9926,9406,9946,9698,9080
9203,9871,9897,9047,9190,9134,9105,9124,9034,9680,9235,9790
9555,9235,9813,9438,9541,9532,9422,9387,9938,9927,9428,9798
9663,9694,9821,9874,9086,9811,9527,9581,9201,9204,9666,9465
9715,9823,9462,9337,9926,9997,9094,9304,9180,9583,9821,9070
9575,9916,9305,9895,9024,9202,9813,9699,9471,9904,9793,9091
9857,9331,9010,9802,9096,9085,9308,9373,9148,9775,9498,9772
9721,9450,9009,9220,9237,9036,9455,9226,9118,9813,9489,9468
9584,9743,9381,9872,9805,9653,9827,9185,9007,9916,9798,9127
9339,9162,9637,9388,9815,9046,9303,9469,9927,9083,9323,9776
9360,9014,9154,9047,9529,9572,9717,9746,9512,9876,9480,9401
9881,9833,9996,9801,9807,9884,9363,9743,9665,9445,9943,9757
9496,9090,9916,9762,9701,9731,9374,9056,9417,9341,9257,9024
9122,9154,9623,9743,9680,9883,9696,9910,9952,9746,9939,9023
9939,9473,9510,9592,9892,9854,9340,9452,9706,9179,9401,9366
9518,9039,9570,9991,9720,9193,9946,9552,9941,9385,9764,10000
9369,9757,9129,9013,9358,9141,9592,9813,9692,9872,9793,9837
9149,9128,9055,9366,9796,9123,9933,9621,9672,9073,9589,9600
9418,9766,9149,9122,9459,9209,9451,9531,9440,9981,9923,9186
9772,9756,9027,9094,9783,9673,9971,9998,9489,9034,9734,9105
9878,9544,9211,9960,9039,9013,9705,9832,9401,9704,9685,9441
9204,9147,9892,9711,9602,9465,9963,9266,9558,9543,9057,9496
9340,9865,9550,9259,9576,9105,9263,9559,9010,9827,9402,9341
9987,9655,9703,9294,9732,9257,9896,9481,9438,9342,9696,9705
9937,9722,9998,9051,9632,9686,9599,9558,9619,9564,9024,9325
9568,9991,9148,9511,9765,9829,9881,9664,9671,9370,9461,9804
9553,9212,9921,9385,9241,9426,9987,9063,9492,9578,9394,9962
9598,9515,9240,9234,9690,9698,9309,9298,9042,9277,9848,9746
9302,9615,9649,9539,9088,9645,9010,9206,9695,9474,9767,9354
9088,9423,9769,9165,9413,9901,9628,9693,9342,9852,9151,9774
9533,9488,9633,9409,9169,9441,9203,9667,9559,9732,9625,9607
9769,9351,9599,9039,9155,9964,9290,9891,9289,9707,9005,9040
9143,9100,9951,9537,9326,9393,9355,9535,9239,9736,9638,9152
9403,9399,9357,9190,9610,9073,9714,9405,9691,9240,9451,9845
9918,9820,9429,9309,9506,9139,9828,9350,9936,9781,9060,9900
9219,9953,9547,9754,9000,9597,9284,9230,9971,9482,9059,9792
9299,9076,9899,9109,9600,9191,9485,9695,9400,9787,9125,9880
9815,9150,9154,9150,9427,9547,9690,9620,9244,9911,9690,9207
9944,9064,9867,9030,9862,9983,9285,9470,9564,9696,9483,9452
9250,9115,9514,9553,9498,9653,9716,9417,9097,9559,9572,9368
9523,9795,9489,9672,9260,9730,9880,9843,9580,9460,9697,9606
9324,9719,9395,9280,9192,9137,9703,9643,9539,9350,9954,9953
9707,9439,9979,9157,9458,9531,9129,10000,9493,9210,9899,9291
9421,9231,9491,9308,9322,9618,9824,9635,9684,9927,9064,9021
9512,9745,9932,9065,9433,9130,9976,9362,9952,9098,9938,9827
9682,9440,9176,9437,9087,9157,9286,9198,9143,9515,9017,9684
9690,9263,9836,9955,9452,9996,9876,9155,9695,10000,9765,9478
9414,9924,9027,9827,9872,9984,9712,9467,9166,9740,9033,9843
9687,9868,9119,9529,9129,9828,9079,9602,9498,9328,9640,9838
9981,9605,9911,9500,9334,9412,9865,9752,9442,9863,9316,9562
9071,9071,9789,9039,9787,9403,9863,9715,9268,9299,9748,9354
9627,9114,9996,9043,9998,9466,9094,9877,9601,9927,9207,9171
9309,9219,9132,9148,9545,9289,9518,9027,9072,9651,9891,9304
9933,9555,9848,9599,9929,9348,9110,9626,9136,9008,9458,9250
9739,9227,9371,9800,9858,9968,9526,9910,9033,9112,9838,9085
9427,9744,9904,9576,9288,9935,9508,9496,9512,9586,9204,9834
9539,9089,9432,9868,9542,9013,9402,9491,9020,9376,9814,9946
9963,9455,9516,9431,9140,9923,9633,9645,9412,9277,9717,9284
9071,9427,9804,9534,9632,9315,9856,9713,9539,9888,9862,9538
9620,9046,9395,9722,9569,9880,9301,9964,9483,9271,9732,9519
9274,9276,9268,9255,9112,9220,9324,9336,9756,9722,9165,9567
9279,9072,9235,9544,9865,9218,9981,9010,9813,9912,9233,9867
9937,9301,9390,9049,9363,9594,9818,9678,9833,9706,9070,9747
9366,9261,9625,9968,9869,9412,9754,9303,9410,9314,9783,9005
9697,9942,9821,9759,9455,9156,9504,9685,9693,9049,9343,9088
9426,9237,9235,9382,9783,9058,9801,9945,9483,9598,9078,9047
9176,9956,9830,9771,9348,9558,9584,9339,9938,9777,9957,9047
9166,9515,9654,9127,9719,9093,9295,9200,9700,9718,9932,9826
9476,9783,9325,9682,9619,9580,9778,9020,9321,9940,9811,9457
9903,9752,9688,9290,9539,9875,9099,9693,9990,9831,9157,9390
9999,9702,9755,9882,9877,9533,9226,9560,9021,9257,9032,9679
9804,9903,9184,9461,9431,9451,9811,9131,9881,9042,9914,9948
9501,9188,9511,9456,9211,9074,9821,9952,9134,9590,9496,9064
9197,9302,9836,9858,9845,9408,9019,9632,9156,9037,9800,9991
9112,9089,9465,9518,9195,9999,9346,9765,9220,9226,9639,9601
9662,9901,9026,9684,9324,9501,9041,9946,9635,9985,9475,9269
9824,9833,9454,9545,9126,9144,9856,9451,9465,9605,9033,9895
9093,9587,9226,9790,9891,9065,9780,9254,9898,9258,9930,9676
9513,9346,9023,9100,9546,9723,9769,9884,9610,9133,9121,9390
9604,9612,9112,9170,9274,9313,9192,9774,9611,9090,9977,9363
9621,9448,9954,9345,9726,9662,9429,9382,9305,9157,9935,9829
9404,9273,9718,9661,9980,9791,9875,9467,9429,9902,9164,9010
9079,9223,9179,9816,9825,9398,9355,9625,9203,9627,9357,9403
9839,9861,9471,9311,9819,9043,9772,9297,9361,9961,9713,9577
9282,9023,9735,9322,9234,9358,9187,9057,9136,9500,9974,9574
9109,9690,9414,9516,9821,9355,9250,9442,9598,9659,9239,9538
9687,9383,9172,9577,9547,9626,9019,9766,9064,9838,9629,9926
9273,9533,9101,9498,9523,9121,9088,9364,9452,9996,9454,9517
9843,9595,9816,9409,9820,9964,9482,9394,9977,9587,9571,9105
9351,9324,9646,9661,9150,9365,9637,9695,9656,9068,9775,9012
9017,9925,9365,9173,9638,9202,9515,9755,9525,9109,9203,9716
9549,9969,9522,9560,9431,9449,9742,9326,9463,9593,9274,9871
9940,9792,9402,9774,9137,9421,9590,9756,9440,9263,9411,9780
9418,9168,9843,9408,9311,9403,9081,9017,9848,9007,9652,9938
9986,9771,9346,9992,9354,9723,9037,9480,9137,9247,9303,9383
9837,9720,9003,9751,9699,9558,9963,9607,9157,9797,9910,9357
9878,9578,9137,9488,9736,9257,9726,9498,9877,9182,9493,9754
9524,9137,9432,9340,9675,9605,9252,9938,9733,9607,9502,9503
9108,9880,9670,9979,9682,9168,9465,9318,9801,9758,9309,9239
9519,9217,10000,9992,9855,9834,9023,9107,9655,9424,9027,9005
9963,9748,9151,9794,9392,9483,9535,9380,9787,9110,9344,9784
9958,9333,9320,9669,9902,9640,9324,9064,9073,9559,9700,9533
9097,9878,9931,9129,9526,9300,9272,9502,9883,9766,9484,9913
9501,9466,9896,9944,9165,9544,9091,9998,9326,9532,9284,9608
9023,9623,9902,9367,9549,9482,9348,9074,9069,9969,9964,9838
9138,9640,9718,9824,9344,9080,9926,9961,9292,9748,9771,9062
9218,9059,9445,9664,9888,9267,9987,9848,9784,9938,9055,9442
9099,9920,9145,9019,9426,9353,9441,9780,9109,9065,9868,9157
9783,9942,9354,9692,9257,9478,9489,9867,9199,9131,9151,9513
9986,9517,9296,9507,9313,9562,9166,9378,9876,9919,9785,9796
9860,9125,9928,9867,9157,9570,9594,9900,9380,9871,9008,9679
9449,9617,9252,9458,9656,9337,9613,9353,9969,9362,9251,9598
9286,9331,9255,9059,9219,9759,9409,9463,9529,9870,9500,9992
9635,9783,9278,9300,9830,9565,9374,9196,9079,9576,9209,9419
9530,9768,9287,9120,9880,9662,9368,9011,9705,9635,9010,9194
9044,9572,9214,9980,9630,9980,9631,9194,9534,9608,9964,9983
9112,9220,9389,9919,9887,9086,9710,9109,9124,9761,9007,9717
9482,9800,9532,9216,9521,9492,9686,9346,9749,9851,9353,9726
9662,9246,9481,9469,9588,9377,9838,9759,9055,9419,9357,9689
9296,9073,9428,9490,9893,9036,9043,9338,9319,9313,9207,9311
9890,9607,9651,9286,9501,9568,9431,9512,9562,9556,9538,9069
9022,9583,9069,9900,9807,9247,9386,9877,9930,9826,9345,9324
9546,9999,9155,9544,9703,9097,9718,9241,9815,9912,9513,9228
9379,9978,9165,9640,9325,9573,9473,9306,9135,9581,9909,9727
9601,9087,9250,9499,9045,9308,9337,9714,9546,9050,9323,9743
9025,9499,9559,9894,9432,9425,9083,9410,9127,9776,9771,9100
9760,9186,9448,9777,9649,9403,9927,9510,9084,9206,9072,9378
9344,9199,9198,9729,9609,9509,9717,9683,9443,9133,9463,9049
9566,9426,9926,9316,9046,9780,9834,9639,9836,9270,9895,9113
9390,9276,9832,9705,9386,9167,9071,9796,9932,9797,9227,9706
9030,9309,9960,9774,9185,9576,9971,9152,9967,9242,9984,9199
9061,9514,9703,9439,9577,9001,9933,9800,9245,9967,9208,9558
9018,9274,9858,9326,9157,9649,9938,9197,9754,9702,9968,9814
9223,9714,9854,9968,9705,9185,9395,9927,9792,9843,9200,9167
9617,9507,9200,9214,9955,9707,9535,9307,9711,9558,9386,9845
9876,9905,9335,9956,9792,9889,9641,9505,9551,9723,9972,9748
9817,9830,9893,9959,9438,9772,9646,9986,9279,9375,9237,9145
9241,9575,9552,9041,9586,9037,9895,9801,9660,9955,9185,9437
9815,9331,9683,9611,9928,9822,9062,9360,9850,9442,9787,9885
9160,9969,9660,9338,9147,9872,9939,9455,9667,9670,9726,9758
9245,9572,9721,9140,9567,9600,9992,9807,9202,9633,9506,9296
9532,9136,9483,9802,9866,9511,9987,9680,9254,9684,9458,9625
9655,9036,9327,9960,9333,9214,9655,9967,9282,9326,9571,9380
9468,9345,9134,9700,9256,9260,9123,9480,9959,9262,9518,9666
9229,9003,9527,9277,9721,9824,9095,9421,9745,9317,9691,9562
9429,9254,9041,9483,9188,9008,9269,9624,9133,9413,9746,9792
9034,9928,9308,9373,9801,9310,9016,9362,9941,9624,9863,9173
9454,9506,9677,9694,9397,9841,9621,9895,9133,9519,9057,9681
9155,9026,9441,9987,9859,9846,9332,9639,9899,9828,9666,9258
9388,9336,9857,9860,9543,9814,9596,9292,9538,9196,9801,9152
9473,9799,9231,9560,9630,9208,9458,9676,9361,9831,9600,9446
9083,9214,9599,9097,9048,9320,9393,9726,9533,9523,9835,9219
9863,9355,9807,9046,9566,9799,9363,9960,9023,9894,9948,9535
9860,9651,9603,9526,9046,9636,9650,9669,9078,9723,9953,9457
9613,9042,9331,9581,9674,9231,9155,9545,9366,9123,9891,9164
9854,9067,9819,9314,9276,9579,9137,9465,9648,9186,9068,9518
9644,9535,9293,9201,9525,9092,9047,9197,9055,9266,9608,9812
9268,9160,9757,9081,9495,9580,9687,9448,9933,9766,9127,9285
9769,9339,9422,9216,9256,9408,9244,9021,9210,9724,9591,9882
9630,9956,9031,9470,9666,9429,9375,9028,9674,9770,9959,9682
9493,9940,10000,9655,9003,9275,9599,9151,9200,9696,9589,9659
9319,9087,9663,9259,9267,9527,9171,9790,9813,9733,9572,9059
9757,9893,9257,9303,9755,9926,9361,9589,9159,9346,9341,9657
9754,9157,9002,9493,9217,9276,9694,9163,9527,9336,9250,9768
9253,9243,9352,9517,9521,9278,9216,9337,9348,9916,9945,9321
9700,9167,9160,9493,9708,9863,9097,9510,9562,9341,9915,9886
9974,9313,9496,9022,9785,9106,9537,9656,9578,9621,9961,9837
9835,9488,9064,9422,9914,9935,9325,9552,9886,9435,9593,9402
9181,9100,9495,9766,9653,9384,9186,9495,9496,9657,9439,9897
9222,9104,9154,9018,9991,9394,9167,9841,9003,9926,9649,9780
9035,9199,9857,9357,9683,9099,9993,9597,9569,9305,9337,9881
9116,9986,9241,9085,9203,9155,9010,9323,9792,9731,9942,9868
9852,9185,9622,9616,9642,9515,9156,9021,9400,9448,9369,9583
9552,9094,9104,9726,9615,9158,9094,9225,9907,9158,9891,9131
9352,9976,9573,9337,9524,9381,9253,9724,9604,9671,9031,9045
9481,9784,9528,9540,9105,9105,9812,9594,9299,9775,9549,9828
9861,9794,9883,9780,9493,9959,9004,9989,9143,9012,9879,9625
9312,9252,9747,9122,9873,9018,9898,9427,9549,9049,9410,9796
9613,9821,9060,9103,9949,9764,9181,9492,9848,9731,9530,9399
9218,9970,9232,9630,9414,9500,9649,9036,9943,9745,9745,9206
9908,9387,9295,9745,9132,9074,9467,9350,9153,9269,9773,9134
9578,9857,9776,9901,9953,9656,9120,9844,9926,9176,9973,9189
9197,9386,9118,9490,9275,9269,9984,9086,9487,9442,9770,9962
9262,9222,9851,9033,9881,9885,9604,9054,9812,9123,9558,9879
9433,9445,9403,9849,9968,9584,9278,9455,9109,9490,9285,9935
9805,9911,9010,9045,9837,9872,9895,9204,9353,9411,9135,9075
9436,9018,9652,9464,9099,9619,9743,9894,9574,9601,9717,9565
9639,9658,9212,9275,9461,9788,9402,9974,9386,9418,9890,9179
9709,9233,9459,9337,9738,9687,9578,9171,9087,9716,9892,9333
9628,9955,9998,9721,9143,9473,9825,9332,9642,9716,9746,9470
9177,9848,9477,9360,9368,9601,9509,9963,9044,9815,9000,9344
9905,9921,9438,9540,9611,9815,9318,9591,9143,9850,9932,9782
9659,9463,9554,9308,9674,9627,9603,9658,9504,9177,9221,9698
9884,9588,9568,9476,9095,9230,9626,9434,9830,9798,9215,9540
9232,9824,9898,9378,9158,9002,9932,9700,9368,9456,9447,9956
9661,9196,9849,9954,9941,9214,9610,9191,9883,9010,9085,9847
9932,9842,9868,9412,9744,9337,9535,9703,9510,9163,9366,9053
9289,9361,9278,9770,9807,9870,9068,9151,9929,9314,9334,9818
9217,9172,9838,9824,9918,9858,9408,9912,9561,9921,9276,9102
9511,9574,9848,9529,9840,9586,9253,9964,9636,9368,9091,9748
9507,9081,9128,9078,9580,9474,9643,9537,9683,9211,9699,9317
9053,9243,9415,9078,9988,9061,9754,9962,9881,9935,9018,9899
9103,9367,9718,9399,9230,9052,9346,9129,9899,9741,9124,9984
9096,9800,9180,9805,9033,9109,9756,9537,9356,9106,9936,9289
9195,9011,9879,9558,9449,9586,9576,9754,9020,9823,9477,9449
9757,9932,9098,9534,9566,9474,9007,9346,9268,9054,9082,9302
9786,9897,9084,9556,9194,9551,9097,9022,9235,9394,9205,9862
9276,9608,9179,9084,9587,9408,9636,9668,9251,9408,9022,9802
9026,9964,9065,9958,9204,9852,9032,9601,9620,9216,9303,9797
9975,9375,9370,9689,9576,9034,9598,9974,9059,9585,9791,9254
9052,9108,9338,9396,9495,9259,9520,9047,9821,9257,9568,9774
9852,9529,9890,9283,9611,9068,9948,9240,9454,9706,9874,9855
9543,9672,9272,9547,9450,9334,9280,9590,9120,9387,9037,9034
9323,9056,9864,9105,9619,9269,9806,9988,9554,9355,9720,9444
9168,9907,9313,9394,9670,9544,9232,9633,9817,9652,9596,9155
9634,9293,9503,9386,9077,9039,9423,9059,9484,9278,9052,9760
9826,9170,9670,9401,9122,9019,9922,9766,9136,9158,9808,9672
9643,9163,9200,9885,9886,9596,9795,9343,9751,9906,9898,9436
9829,9393,9012,9117,9315,9531,9760,9427,9179,9259,9102,9467
9972,9474,9113,9410,9991,9371,9261,9231,9954,9754,9693,9035
9461,9955,9249,9302,9707,9169,9843,9081,9420,9970,9943,9845
9536,9184,9648,9268,9661,9821,9342,9893,9736,9485,9243,9359
9725,9341,9458,9328,9460,9887,9223,9193,9514,9689,9846,9764
9387,9659,9095,9297,9410,9133,9733,9220,9840,9205,9481,9830
9997,9166,9809,9126,9976,9970,9185,9368,9965,9072,9454,9949
9541,9984,9780,9019,9902,9721,9570,9913,9014,9626,9928,9644
9924,9858,9965,9879,9385,9391,9561,9904,9515,9502,9942,9367
